1;./data/print/bnt.jpg;./data/raw/bnt.jpg;http://baike.baidu.com/view/65060.htm;
2;./data/print/dhcx.jpg;./data/raw/dhcx.jpg;http://che.pingan.com/home/shenzhen.htm;
3;./data/print/dhcx_kym.jpg;./data/raw/dhcx_kym.jpg;http://www.4008000000.com/zaixiangoumai/chexian/chexian.shtml;
4;./data/print/dhcx_kym1.jpg;./data/raw/dhcx_kym1.jpg;http://www.4008000000.com/zaixiangoumai/chexian/chexian.shtml;
5;./data/print/dhcx_pp.jpg;./data/raw/dhcx.jpg;http://che.pingan.com/home/shenzhen.htm;
6;./data/print/dhcx_zlqq.jpg;./data/raw/dhcx.jpg;http://che.pingan.com/home/shenzhen.htm;
7;./data/print/ljs.jpg;./data/raw/ljs.jpg;http://www.lufax.com/;
8;./data/print/ljs1.jpg;./data/raw/ljs.jpg;http://www.lufax.com/;
9;./data/print/mlls.jpg;./data/raw/mlls.jpg;http://baike.baidu.com/subview/27894/5246019.htm;
10;./data/print/pacx.jpg;./data/raw/pacx.jpg;http://property.pingan.com/youhui/pashengri5/index.shtml?inner_media=QY13102915221812-C%E7%89%88%E9%A6%96%E9%A1%B5-%E8%BD%AE%E6%92%AD%E5%8C%BA4;
11;./data/print/pahc.jpg;./data/raw/pahc.jpg;http://pahaoche.com/
12;./data/print/pahf.jpg;./data/raw/pahf.jpg;http://www.pinganfang.com/sh/
13;./data/print/pazj.jpg;./data/raw/pazj.jpg;https://ay.pingan.com/ly/
14;./data/print/byydhw.jpg;./data/raw/byydhw.jpg;http://www.ccw.com.cn/article/view/55010;
15;./data/print/rs_sjtj.jpg;./data/raw/rs_sjtj.jpg;http://life.pingan.com/shaoerbaoxian/shijitianjiao.shtml;
16;./data/print/rs_wlx.jpg;./data/raw/rs_wlx.jpg;http://life.pingan.com/wannengxian.shtml;
17;./data/print/rs_xfsh.jpg;./data/raw/rs_xfsh.jpg;http://www.pingan.com;
18;./data/print/rs_yswy.jpg;./data/raw/rs_yswy.jpg;http://life.pingan.com/yanglaobaoxian/yishengwuyou.shtml;
19;./data/print/txt.jpg;./data/raw/txt_raw.jpg;https://ibank.pingan.com.cn/ibank/smartphone/Tianxiatong/index.html;
20;./data/print/txt_lzlx.jpg;./data/raw/txt_lzxb.jpg;http://creditcard.pingan.com/youhuinew/1397181528454.jsp;
21;./data/print/txt_sq.jpg;./data/raw/txt_sq_raw1.jpg;http://creditcard.pingan.com/cms-tmplt/creditecard/searchPreferentialInformDetail.do?id=10085525;
22;./data/print/wlt.jpg;./data/raw/wlt.jpg;http://www.wanlitong.com/;
23;./data/print/xbh_horse.jpg;./data/raw/xbh.jpg;http://baike.baidu.com/subview/16552/13631791.htm;
24;./data/print/yh_byc.jpg;./data/raw/yh_byc_sh_raw.jpg;http://creditcard.pingan.com/youhuinew/1395922522208.jsp;
25;./data/print/yh_czd.jpg;./data/raw/yh_czd_zjmd.jpg;http://creditcard.pingan.com/cms-tmplt/creditecard/searchPreferentialInformDetail.do?id=10085085;
26;./data/print/yh_ddpa.jpg;./data/raw/yh_ddpa.jpg;http://bank.pingan.com/youhui/daidaipingan.shtml;
27;./data/print/yh_sybjt.jpg;./data/raw/yh_sybjt.jpg;http://www.pingan.com;
28;./data/print/yh_sylq.jpg;./data/raw/yh_sylq.jpg;http://bank.pingan.com/geren/xiaowei/shouyinbao.shtml;
29;./data/print/yqb.jpg;./data/raw/yhb.jpg;https://www.1qianbao.com/;
30;./data/print/yqb_llk.jpg;./data/raw/yqb_llk.jpg;https://www.1qianbao.com/yq/qbsweb/;
31;./data/print/rs_jymt.jpg;./data/raw/rs_jymt.jpg;http://life.pingan.com/wannengxian/jinyumantang.shtml
32;./data/print/yh_czk.jpg;./data/raw/yh_czk.jpg;http://creditcard.pingan.com/kazhongjieshao/chezhuka.shtml;
33;./data/print/21java.jpg;./data/datail/21java.jpg;http://book.douban.com/subject/3413682/;
34;./data/print/cxkf.jpg;./data/raw/cxkf.jpg;http://item.jd.com/1043075276.html;
35;./data/print/yykf.jpg;./data/raw/yykf.jpg;http://item.jd.com/11410461.html;
36;./data/print/fkjy.jpg;./data/raw/fkjy.jpg;http://book.douban.com/subject/6515839/;
37;./data/print/ysch.jpg;./data/raw/ysch.jpg;http://book.douban.com/subject/1504952/;
38;./data/print/lrlzjx.jpg;./data/raw/lrlzjx.jpg;http://book.douban.com/subject/1223845/;
39;./data/print/cgcy.jpg;./data/raw/cgcy.jpg;http://book.douban.com/subject/3428295/;
